domain,agent,classification,allowed,rule_source,matched_rule_directive,matched_rule_path,allow_rules,disallow_rules,robots_url,robots_status,robots_error,robots_parsed,robots_looks_html
amazon.com,Bytespider,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,CCBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,ChatGPT-User,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Claude-SearchBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Claude-User,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,ClaudeBot,Explicitly Blocked,False,explicit,disallow,/,,/ | /,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Copilot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,CopilotNative,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,CopilotSapphire,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Devin,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Diffbot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,DuckAssistBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,EtaoSpider,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,FriendlyCrawler,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,GPTBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Gemini-Deep-Research,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Google-CloudVertexBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Google-Extended,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Google-NotebookLM,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,GoogleAgent-Mariner,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,GoogleAgent-Shopping,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,ISSCyberRiskCrawler,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,MistralAI-User,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,OAI-SearchBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,PanguBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Perplexity-User,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,PerplexityBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,PetalBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Scrapy,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,SemrushBot-SWA,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Sidetrade indexer bot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Thinkbot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,Timpibot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,VelenPublicWebCrawler,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,YouBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,aiHitBot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,cohere-ai,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,iaskspider,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,img2dataset,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,imgproxy,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,meta-externalagent,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,meta-externalfetcher,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,omgili,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,wpbot,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.amazon.com/robots.txt,200,,True,False
amazon.com,DEFAULT/OTHER,Wildcard Rule (Allowed),True,wildcard,,,/wishlist/universal* | /wishlist/vendor-button* | /wishlist/get-button* | /gp/wishlist/universal* | /gp/wishlist/vendor-button* | /gp/wishlist/ipad-install* | /gp/dmusic/promotions/PrimeMusic | /gp/dmusic/promotions/AmazonMusicUnlimited | /-/es/ | /-/en$ | /-/zh_TW/ | /-/zh_TW$ | /-/he/ | /-/he$ | /gp/offer-listing/B000 | /gp/offer-listing/9000 | /gp/aag/main?*seller=ABVFEJU8LS620,/exec/obidos/account-access-login | /exec/obidos/change-style | /exec/obidos/flex-sign-in | /exec/obidos/handle-buy-box | /exec/obidos/tg/cm/member/ | /gp/aw/help/id=sss | /gp/cart | /gp/flex | /gp/product/e-mail-friend | /gp/product/product-availability | /gp/product/rate-this-item | /gp/sign-in | /gp/reader | /gp/sitbv3/reader | /gp/richpub/syltguides/create | /gp/gfix | /gp/associations/wizard.html | /gp/dmusic/order | /gp/legacy-handle-buy-box.html | /gp/aws/ssop | /gp/yourstore | /gp/gift-central/organizer/add-wishlist | /gp/vote | /gp/voting/ | /gp/music/wma-pop-up | /gp/customer-images | /gp/richpub/listmania/createpipeline | /gp/content-form | /gp/pdp/invitation/invite | /gp/customer-reviews/common/du | /gp/customer-reviews/write-a-review.html | /gp/associations/wizard.html | /gp/music/clipserve | /gp/customer-media/upload | /gp/history | /gp/item-dispatch | /gp/dmusic/order/handle-buy-box.html | /gp/recsradio | /gp/slredirect | /dp/shipping/ | /dp/twister-update/ | /dp/manual-submit/ | /dp/e-mail-friend/ | /dp/product-availability/ | /dp/rate-this-item/ | /gp/registry/wishlist/*/reserve | /gp/structured-ratings/actions/get-experience.html | /gp/twitter/ | /ap/signin | /gp/registry/wishlist/ | /wishlist/ | /gp/wishlist/ | /registry/wishlist/ | /review/common/du | /gp/registry/search.html | /product-reviews/B0069IY63Y | /gp/orc/rml/ | */gcrnsts | /gp/gc/widget | /gp/dmusic/mp3/player | /gp/entity-alert/external | /gp/customer-reviews/dynamic/sims-box | /review/dynamic/sims-box | /gp/redirect.html | /gp/twister/ajaxv2 | /ss/twister/ajax | /b?*node=7454917011 | /b?*node=7454927011 | /b?*node=7454939011 | /b?*node=7454898011 | /gp/customer-media/actions/delete/ | /gp/customer-media/actions/edit-caption/ | /gp/dmusic/ | /gp/offer-listing/ | /b?*node=9052533011 | /lm/R1XIHQVKXSKBNJ | /lm/R3HQ5WJSZK6QSO | /surprise/ | /local/ajax/ | /gp/socialmedia/giveaways | /gp/b2b-rd | /gp/aw/so.html | /reviews/iframe | /gp/switch-language | /ga/p/ | /gp/profile/ | /giveaway/host/setup/ | /ss/customer-reviews/lighthouse/ | /ospublishing/story/* | /gp/aw/ol/ | /gp/promotion/ | /hz/leaderboard/top-reviewers/ | /creatorhub | /creatorhub/* | /slp/s$ | /-/ | /hz/help/contact/*/message/$ | /gp/aw/shoppingAids/ | /rss/people/*/reviews | /gp/pdp/rss/*/reviews | /gp/cdp/member-reviews/ | /gp/aw/cr/ | /gp/aag | /gp/pdp/profile/ | /gp/help/customer/express/c2c/ | /slp/*/b$ | /hz/contact-us/ajax/initiate-trusted-contact/ | /hp/video/ | /gp/video/api | /gp/video/settings | /gp/video/library | /gp/video/watchlist | /gp/video/mystuff | /gp/video/profiles | /gp/video/search | /gp/video/auth | /gp/video/salp/i | /icdp/,https://www.amazon.com/robots.txt,200,,True,False
belk.com,*,Explicitly Allowed,True,explicit,,,/*pmin=0$ | /*pmin=1$ | /*pmin=0.02$ | /*cm_mmc* | /*/?sz=*&start=* | /*/*/?sz=*&start=* | /*/*/*/?sz=*&start=* | /*/*/*/*/?sz=*&start=* | /*/*/*/*/*/?sz=*&start=* | /*/*/*/*/*/*/?sz=*&start=* | /search/?shopbybrand=root$ | /search/?shopbybrand=women$ | /search/?shopbybrand=men$ | /search/?shopbybrand=juniors$ | /search/?shopbybrand=kids-baby$ | /search/?shopbybrand=beauty$ | /search/?shopbybrand=shoes$ | /search/?shopbybrand=handbags-accessories$ | /search/?shopbybrand=jewelry$ | /search/?shopbybrand=bed-bath$ | /search/?shopbybrand=for-the-home$ | /search/?shopbybrand=fan-gear$ | /search/?shopbybrand=activewear-shop$ | /search/?isclearancelanding=true&pmid=BelkClearancePricing$ | /search/?collectionId=* | /store/*/?StoreID=*,/*prefn* | /*prefv* | /*pmin=* | /*pmax=* | /*pid=* | /*srule=* | /*lang=* | /*demandware.store* | /*cssuite* | /shopping-bag/ | /search/?cgid=culture-shop | /the-culture-shop | /search/*sz=*&start=* | /ocapi/ | /search/ | /search/?q=*&lang=default$,https://www.belk.com/robots.txt,200,,True,False
belk.com,AI2Bot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,AdIdxBot,Explicitly Allowed,True,explicit,,,,/*cssuite*,https://www.belk.com/robots.txt,200,,True,False
belk.com,AdsBot-Google,Explicitly Allowed,True,explicit,,,,/*cssuite*,https://www.belk.com/robots.txt,200,,True,False
belk.com,Amazonbot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Applebot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Applebot-Extended,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Baiduspider,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.belk.com/robots.txt,200,,True,False
belk.com,Baiduspider-image,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.belk.com/robots.txt,200,,True,False
belk.com,Baiduspider-video,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.belk.com/robots.txt,200,,True,False
belk.com,BingBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Bytespider,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,CCBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,ChatGPT-User,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,ChatGPT-User/2.0,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,ClaudeBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Diffbot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,DuckAssistBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,FacebookBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,GPTBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Google-Extended,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,LinkedInBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,MistralAI-User,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,OAI-SearchBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Perplexity-User,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,PerplexityBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Pinterest,Explicitly Allowed,True,explicit,,,,/*cssuite*,https://www.belk.com/robots.txt,200,,True,False
belk.com,TimpiBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,Yandex,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.belk.com/robots.txt,200,,True,False
belk.com,YouBot,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,anthropic-ai,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,claude-web,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,cohere-ai,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,meta-externalagent,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,omgili,Explicitly Allowed,True,explicit,allow,/,/,,https://www.belk.com/robots.txt,200,,True,False
belk.com,DEFAULT/OTHER,Wildcard Rule (Allowed),True,wildcard,,,/*pmin=0$ | /*pmin=1$ | /*pmin=0.02$ | /*cm_mmc* | /*/?sz=*&start=* | /*/*/?sz=*&start=* | /*/*/*/?sz=*&start=* | /*/*/*/*/?sz=*&start=* | /*/*/*/*/*/?sz=*&start=* | /*/*/*/*/*/*/?sz=*&start=* | /search/?shopbybrand=root$ | /search/?shopbybrand=women$ | /search/?shopbybrand=men$ | /search/?shopbybrand=juniors$ | /search/?shopbybrand=kids-baby$ | /search/?shopbybrand=beauty$ | /search/?shopbybrand=shoes$ | /search/?shopbybrand=handbags-accessories$ | /search/?shopbybrand=jewelry$ | /search/?shopbybrand=bed-bath$ | /search/?shopbybrand=for-the-home$ | /search/?shopbybrand=fan-gear$ | /search/?shopbybrand=activewear-shop$ | /search/?isclearancelanding=true&pmid=BelkClearancePricing$ | /search/?collectionId=* | /store/*/?StoreID=*,/*prefn* | /*prefv* | /*pmin=* | /*pmax=* | /*pid=* | /*srule=* | /*lang=* | /*demandware.store* | /*cssuite* | /shopping-bag/ | /search/?cgid=culture-shop | /the-culture-shop | /search/*sz=*&start=* | /ocapi/ | /search/ | /search/?q=*&lang=default$,https://www.belk.com/robots.txt,200,,True,False
bestbuy.com,*,Explicitly Allowed,True,explicit,,,,/nex/ | /m/e/* | /site/builder/* | /site/olspage.jsp?id=pcat17098* | /site/olstemplatemapper.jsp?id=pcat17098* | /site/olspage.jsp?id=pcat17089* | /site/olstemplatemapper.jsp?id=pcat17089* | /site/olspage.jsp?id=cat13503* | /site/olstemplatemapper.jsp?id=cat13503* | /site/olspage.jsp?id=pcat17007* | /site/olstemplatemapper.jsp?id=pcat17007* | /site/olspage.jsp?id=pcat17408* | /site/olstemplatemapper.jsp?id=pcat17408* | /site/olspage.jsp?id=cat12091* | /site/olstemplatemapper.jsp?id=cat12091* | /site/olspage.jsp?id=pcat17005* | /site/olstemplatemapper.jsp?id=pcat17005* | /site/olspage.jsp?id=cat12076* | /site/olstemplatemapper.jsp?id=cat12076* | /site/olspage.jsp?id=cat12080* | /site/olstemplatemapper.jsp?id=cat12080* | /site/olspage.jsp?id=cat12101* | /site/olstemplatemapper.jsp?id=cat12101* | /site/olstemplatemapper.jsp?id=pcat17006* | /site/olspage.jsp?id=pcat17006* | /browse-api/* | /site/clp/test-page/* | /site/test-page/* | /site/misc/test-pages/* | /site/offer/* | /site/compare?skus=* | /api/*.json | /availability/* | /cart | /cart/* | /cartitems/* | /fulfillment/* | /location/* | /pricing/* | /productfulfillment/* | /profile/* | /*template=_gameDetailsTab | /*template=_movieDetailsTab | /*template=_musicDetailsTab | /*template=_softwareDetailsTab | /*template=_accessoriesTab | /*template=_castAndCrewTab | /*template=_editorialTab | /*template=_episodesTab | /*template=_protectionAndServicesTab | /*template=_specificationsTab | /*template=_featuresSpoke | /*template=_buyingOptionsNewTab | /site/modals/* | /site/clp/conditional-offers/* | /site/total-tech-support/* | /site/clp/annette-test-listing/* | /site/shop-view-test-page/* | /site/clp/test/* | /site/test-cloud-ready/* | /site/clp/mystery-rewards-certificate/pcmcat1524134875052.c?id=pcmcat1524134875052 | /services/plans/* | /site/dni/* | /site/offerbuilder/* | /services/shoppingscheduler* | /site/test-page/* | /site/questions/submission* | /site/answers/submission* | /site/reviews/submission* | *==$ | */-? | */undefined$ | */null$ | *javascript:winopengld* | */site/olspage.jsp* | */product-selector/* | /purchasehistory/gift-receipt* | /contact-us?* | /ease/email | /ihc/invoice* | /identity/newAccount?* | /identity/signin?* | /identity/signin/forgotPassword?* | /dossier/service/appointment/*/*-* | /dossier/service/appointment/search?* | *armodelformat_facet* | *awardtype_facet* | *awardwinner_facet* | *awardyear_facet* | *blenderfunctions_facet* | *boxdesign_facet* | *cast_facet* | *cleaningpathwidthrange_facet* | *consumerlifestage_facet* | *decade_facet* | *defrosttype_facet* | *departmentid_facet* | *depthtype_facet* | *displayport_facet* | *doorstylesv_facet* | *drawertype_facet* | *dynamiccategory_facet* | *effectivemegapixels_facet* | *flashmodesmv_facet* | *framematerialmv_facet* | *giftcardthemesv_facet* | *handletype_facet* | *headsetstylesv_facet* | *heatingsource_facet* | *imagesensorsize_facet* | *imagesensortype11_facet* | *includedcolors_facet* | *inkmodelcompatibilitymv_facet* | *internalorexternal_facet* | *laptopuse_facet* | *lengthofcable_facet* | *mattressmaterial_facet* | *maximumsensitivity_facet* | *minfocallengthrange_facet* | *mobileinternalmemory_facet* | *monitorresponsetimerange_facet* | *monitorsnumberofusb30typecports_facet* | *monitorsnumberofusb31typecports_facet* | *mountmaterial_facet* | *networkingcabletype_facet* | *numberofbedroomsef_facet* | *numberofburnerssv_facet* | *numberofbuttons_facet* | *numberofdryingcycles_facet* | *numberoffanspeedssv_facet* | *numberofhdmiinputssv_facet* | *numberoflanports_facet* | *numberofspeakers_facet* | *numberofspeedssv_facet* | *numberofthunderbolt_ports_facet* | *numberofwashrinsecycle_facet* | *papersize_facet* | *playbackformatsmv_facet* | *productcategories_facet* | *screensizediagonalrange_facet* | *securityconnectivity_facet* | *securityresolution_facet* | *securitystoragetype_facet* | *softwareformat_facet* | *sqbprocessormodel_facet* | *sqbtotalstoragecapacity_facet* | *stringtype_facet* | *subclassid_facet* | *subgenre_facet* | *thruthedoordispenser_facet* | *toastingslotssv_facet* | *totaltechdeals_facet* | *touchscreentype_facet* | *transferrate_facet* | *transistorsize_facet* | *transmitterdistance_facet* | *treeheight_facet* | *treelightbulbcolor_facet* | *tubfinishmv_facet* | *varyinganglescreen_facet* | *vendorcollection_facet* | *videomemory_facet* | *viewfindertypemv_facet* | *virtualrealitycompatibility_facet* | *wanportssv_facet* | *wearingstyle_facet* | *currentprice2_facet* | *customerreviews_facet*Customer*Rating*5* | *customerreviews_facet*Customer*Rating*4* | *customerreviews_facet*Customer*Rating*3* | *customerreviews_facet*Customer*Rating*2* | *customerreviews_facet*Customer*Rating*1* | *soldout_facet* | */site/promo/*?*_facet* | */product/list/* | */email-subscription/* | *cp=1* | *cp=20* | *cp=6* | *cp=7* | *cp=8* | *cp=9* | *?*page=*&page=*$ | */site/searchpage.jsp?st=* | *?id*_facet*&st=* | *?id*_facet*_facet*&st=* | *?cp=*&id=*&st=*,https://www.bestbuy.com/robots.txt,200,,True,False
bestbuy.com,AdsBot-Google,Explicitly Allowed,True,explicit,disallow,,,,https://www.bestbuy.com/robots.txt,200,,True,False
bestbuy.com,GetIntentCrawler,Explicitly Blocked,False,explicit,disallow,/,,/,https://www.bestbuy.com/robots.txt,200,,True,False
bestbuy.com,Google-Display-Ads-Bot,Explicitly Allowed,True,explicit,disallow,,,,https://www.bestbuy.com/robots.txt,200,,True,False
